product_id,product_name,category,subcategory,supplier,color,price_per_meter_inr,moq_meters,stock_meters,verified,available,image_file
208,Durable Bottle Green Thermal Fabric,Functional Fabrics,Thermal Fabric,Metro Textile Supply,Bottle Green,656,500,2500,True,True,texverse-208.jpg
209,Signature Olive Jacquard Fabric,Fashion Fabrics,Jacquard Fabric,Vardhman Fabrics,Olive,813,750,3200,True,True,texverse-209.jpg
210,Commercial Beige Jacquard Fabric,Fashion Fabrics,Jacquard Fabric,Sapphire Textile Mills,Beige,830,1000,5000,True,True,texverse-210.jpg
211,Premium Cream Printed Fabric,Fashion Fabrics,Printed Fabric,Sharma Textiles,Cream,847,200,1200,True,True,texverse-211.jpg
212,Classic Grey Printed Fabric,Fashion Fabrics,Printed Fabric,Global Denim Mills,Grey,684,300,1800,True,True,texverse-212.jpg
213,Export Quality Charcoal Embroidered Fabric,Fashion Fabrics,Embroidered Fabric,Royal Silk House,Charcoal,701,500,2500,True,True,texverse-213.jpg
214,High Density Mustard Embroidered Fabric,Fashion Fabrics,Embroidered Fabric,Natural Linen Mills,Mustard,718,750,3200,True,True,texverse-214.jpg
215,Soft Touch Rust Lurex Fabric,Fashion Fabrics,Lurex Fabric,Modern Fiber Industries,Rust,735,1000,5000,True,True,texverse-215.jpg
216,Performance Pink Lurex Fabric,Fashion Fabrics,Lurex Fabric,Tex Custom House,Pink,752,200,1200,True,True,texverse-216.jpg
217,Professional Ivory Sequin Fabric,Fashion Fabrics,Sequin Fabric,Sunrise Fabrics,Ivory,769,300,1800,True,True,texverse-217.jpg
218,Durable Teal Sequin Fabric,Fashion Fabrics,Sequin Fabric,Apex Textile Works,Teal,786,500,2500,True,True,texverse-218.jpg
219,Signature Brown Velvet Fabric,Fashion Fabrics,Velvet Fabric,Bharat Weaves,Brown,803,750,3200,True,True,texverse-219.jpg
220,Commercial Natural Velvet Fabric,Fashion Fabrics,Velvet Fabric,Prime Looms,Natural,820,1000,5000,True,True,texverse-220.jpg
221,Premium White Corduroy Fabric,Fashion Fabrics,Corduroy Fabric,East India Textiles,White,837,200,1200,True,True,texverse-221.jpg
222,Classic Black Corduroy Fabric,Fashion Fabrics,Corduroy Fabric,Arvind Fabric Hub,Black,854,300,1800,True,True,texverse-222.jpg
223,Export Quality Navy Satin Fabric,Fashion Fabrics,Satin Fabric,Metro Textile Supply,Navy,691,500,2500,True,True,texverse-223.jpg
224,High Density Royal Blue Satin Fabric,Fashion Fabrics,Satin Fabric,Vardhman Fabrics,Royal Blue,708,750,3200,True,True,texverse-224.jpg
225,Soft Touch Sky Blue Filter Fabric,Industrial Fabrics,Filter Fabric,Sapphire Textile Mills,Sky Blue,545,1000,5000,True,True,texverse-225.jpg
226,Performance Maroon Filter Fabric,Industrial Fabrics,Filter Fabric,Sharma Textiles,Maroon,562,200,1200,True,True,texverse-226.jpg
227,Professional Wine Packaging Textile,Industrial Fabrics,Packaging Textile,Global Denim Mills,Wine,579,300,1800,True,True,texverse-227.jpg
228,Durable Bottle Green Packaging Textile,Industrial Fabrics,Packaging Textile,Royal Silk House,Bottle Green,596,500,2500,True,True,texverse-228.jpg
229,Signature Olive Conveyor Textile,Industrial Fabrics,Conveyor Textile,Natural Linen Mills,Olive,613,750,3200,True,True,texverse-229.jpg
230,Commercial Beige Conveyor Textile,Industrial Fabrics,Conveyor Textile,Modern Fiber Industries,Beige,630,1000,5000,True,True,texverse-230.jpg
231,Premium Cream Protective Textile,Industrial Fabrics,Protective Textile,Tex Custom House,Cream,647,200,1200,True,True,texverse-231.jpg
232,Classic Grey Protective Textile,Industrial Fabrics,Protective Textile,Sunrise Fabrics,Grey,664,300,1800,True,True,texverse-232.jpg
233,Export Quality Charcoal Geotextile,Industrial Fabrics,Geotextile,Apex Textile Works,Charcoal,501,500,2500,True,True,texverse-233.jpg
234,High Density Mustard Geotextile,Industrial Fabrics,Geotextile,Bharat Weaves,Mustard,518,750,3200,True,True,texverse-234.jpg
235,Soft Touch Rust Tarpaulin Fabric,Industrial Fabrics,Tarpaulin Fabric,Prime Looms,Rust,535,1000,5000,True,True,texverse-235.jpg
236,Performance Pink Tarpaulin Fabric,Industrial Fabrics,Tarpaulin Fabric,East India Textiles,Pink,552,200,1200,True,True,texverse-236.jpg
237,Professional Ivory Canvas Industrial,Industrial Fabrics,Canvas Industrial,Arvind Fabric Hub,Ivory,569,300,1800,True,True,texverse-237.jpg
238,Durable Teal Canvas Industrial,Industrial Fabrics,Canvas Industrial,Metro Textile Supply,Teal,586,500,2500,True,True,texverse-238.jpg
239,Soft Touch Navy Corduroy Fabric Premium Finish,Fashion Fabrics,Corduroy Fabric,Sunrise Fabrics,Navy,811,1000,6000,True,True,texverse-239.jpg
240,Performance Royal Blue Filter Fabric Premium Finish,Industrial Fabrics,Filter Fabric,Apex Textile Works,Royal Blue,650,200,1000,True,True,texverse-240.jpg
241,Professional Sky Blue Cotton Muslin Premium Finish,Cotton,Cotton Muslin,Bharat Weaves,Sky Blue,429,300,1500,True,True,texverse-241.jpg
242,Durable Maroon Lightweight Denim Premium Finish,Denim,Lightweight Denim,Prime Looms,Maroon,668,500,2200,True,True,texverse-242.jpg
243,Signature Wine Dupion Silk Premium Finish,Silk,Dupion Silk,East India Textiles,Wine,1157,750,3500,True,True,texverse-243.jpg
244,Commercial Bottle Green Linen Blend Premium Finish,Linen,Linen Blend,Arvind Fabric Hub,Bottle Green,576,1000,6000,True,True,texverse-244.jpg
245,Premium Olive Polyester Crepe Premium Finish,Polyester,Polyester Crepe,Metro Textile Supply,Olive,255,200,1000,True,True,texverse-245.jpg
246,Classic Beige Rayon Viscose Premium Finish,Rayon,Rayon Viscose,Vardhman Fabrics,Beige,344,300,1500,True,True,texverse-246.jpg
247,Export Quality Cream Viscose Georgette Premium Finish,Viscose,Viscose Georgette,Sapphire Textile Mills,Cream,403,500,2200,True,True,texverse-247.jpg
248,High Density Grey Wool Melton Premium Finish,Wool,Wool Melton,Sharma Textiles,Grey,872,750,3500,True,True,texverse-248.jpg
249,Soft Touch Charcoal Scuba Knit Premium Finish,Knits,Scuba Knit,Global Denim Mills,Charcoal,471,1000,6000,True,True,texverse-249.jpg
250,Performance Mustard Polyester Elastane Premium Finish,Blends,Polyester Elastane,Royal Silk House,Mustard,440,200,1000,True,True,texverse-250.jpg
251,Professional Rust Antimicrobial Fabric Premium Finish,Technical Textiles,Antimicrobial Fabric,Natural Linen Mills,Rust,769,300,1500,True,True,texverse-251.jpg
252,Durable Pink Mattress Fabric Premium Finish,Home Textiles,Mattress Fabric,Modern Fiber Industries,Pink,588,500,2200,True,True,texverse-252.jpg
253,Signature Ivory Recycled Cotton Premium Finish,Sustainable Textiles,Recycled Cotton,Tex Custom House,Ivory,647,750,3500,True,True,texverse-253.jpg
254,Commercial Teal Quick Dry Premium Finish,Functional Fabrics,Quick Dry,Sunrise Fabrics,Teal,746,1000,6000,True,True,texverse-254.jpg
255,Premium Brown Satin Fabric Commercial Grade,Fashion Fabrics,Satin Fabric,Apex Textile Works,Brown,695,200,1000,True,True,texverse-255.jpg
256,Classic Natural Packaging Textile Commercial Grade,Industrial Fabrics,Packaging Textile,Bharat Weaves,Natural,534,300,1500,True,True,texverse-256.jpg
257,Export Quality White Cotton Satin Commercial Grade,Cotton,Cotton Satin,Prime Looms,White,313,500,2200,True,True,texverse-257.jpg
258,High Density Black Stretch Denim Commercial Grade,Denim,Stretch Denim,East India Textiles,Black,552,750,3500,True,True,texverse-258.jpg
259,Soft Touch Navy Mulberry Silk Commercial Grade,Silk,Mulberry Silk,Arvind Fabric Hub,Navy,1041,1000,6000,True,True,texverse-259.jpg
260,Performance Royal Blue Linen Canvas Commercial Grade,Linen,Linen Canvas,Metro Textile Supply,Royal Blue,670,200,1000,True,True,texverse-260.jpg
261,Professional Sky Blue Polyester Satin Commercial Grade,Polyester,Polyester Satin,Vardhman Fabrics,Sky Blue,349,300,1500,True,True,texverse-261.jpg
262,Durable Maroon Rayon Satin Commercial Grade,Rayon,Rayon Satin,Sapphire Textile Mills,Maroon,438,500,2200,True,True,texverse-262.jpg
263,Signature Wine Viscose Challis Commercial Grade,Viscose,Viscose Challis,Sharma Textiles,Wine,497,750,3500,True,True,texverse-263.jpg
264,Commercial Bottle Green Wool Flannel Commercial Grade,Wool,Wool Flannel,Global Denim Mills,Bottle Green,966,1000,6000,True,True,texverse-264.jpg
265,Premium Olive Single Jersey Commercial Grade,Knits,Single Jersey,Royal Silk House,Olive,565,200,1000,True,True,texverse-265.jpg
266,Classic Beige Cotton Polyester Commercial Grade,Blends,Cotton Polyester,Natural Linen Mills,Beige,324,300,1500,True,True,texverse-266.jpg
267,Export Quality Cream Fire Retardant Fabric Commercial Grade,Technical Textiles,Fire Retardant Fabric,Modern Fiber Industries,Cream,653,500,2200,True,True,texverse-267.jpg
268,High Density Grey Curtain Fabric Commercial Grade,Home Textiles,Curtain Fabric,Tex Custom House,Grey,472,750,3500,True,True,texverse-268.jpg
269,Soft Touch Charcoal Organic Hemp Commercial Grade,Sustainable Textiles,Organic Hemp,Sunrise Fabrics,Charcoal,531,1000,6000,True,True,texverse-269.jpg
270,Performance Mustard Four Way Stretch Commercial Grade,Functional Fabrics,Four Way Stretch,Apex Textile Works,Mustard,630,200,1000,True,True,texverse-270.jpg
271,Professional Rust Jacquard Fabric Commercial Grade,Fashion Fabrics,Jacquard Fabric,Bharat Weaves,Rust,789,300,1500,True,True,texverse-271.jpg
272,Durable Pink Conveyor Textile Mill Select,Industrial Fabrics,Conveyor Textile,Prime Looms,Pink,628,500,2200,True,True,texverse-272.jpg
273,Signature Ivory Organic Cotton Mill Select,Cotton,Organic Cotton,East India Textiles,Ivory,407,750,3500,True,True,texverse-273.jpg
274,Commercial Teal Rigid Denim Mill Select,Denim,Rigid Denim,Arvind Fabric Hub,Teal,646,1000,6000,True,True,texverse-274.jpg
275,Premium Brown Tussar Silk Mill Select,Silk,Tussar Silk,Metro Textile Supply,Brown,1135,200,1000,True,True,texverse-275.jpg
276,Classic Natural Linen Rayon Mill Select,Linen,Linen Rayon,Vardhman Fabrics,Natural,764,300,1500,True,True,texverse-276.jpg
277,Export Quality White Polyester Georgette Mill Select,Polyester,Polyester Georgette,Sapphire Textile Mills,White,233,500,2200,True,True,texverse-277.jpg
278,High Density Black Rayon Slub Mill Select,Rayon,Rayon Slub,Sharma Textiles,Black,322,750,3500,True,True,texverse-278.jpg
279,Soft Touch Navy Viscose Jacquard Mill Select,Viscose,Viscose Jacquard,Global Denim Mills,Navy,381,1000,6000,True,True,texverse-279.jpg
280,Performance Royal Blue Wool Blend Mill Select,Wool,Wool Blend,Royal Silk House,Royal Blue,850,200,1000,True,True,texverse-280.jpg
281,Professional Sky Blue Interlock Knit Mill Select,Knits,Interlock Knit,Natural Linen Mills,Sky Blue,449,300,1500,True,True,texverse-281.jpg
282,Durable Maroon Cotton Viscose Mill Select,Blends,Cotton Viscose,Modern Fiber Industries,Maroon,418,500,2200,True,True,texverse-282.jpg
283,Signature Wine UV Resistant Fabric Mill Select,Technical Textiles,UV Resistant Fabric,Tex Custom House,Wine,747,750,3500,True,True,texverse-283.jpg
284,Commercial Bottle Green Upholstery Fabric Mill Select,Home Textiles,Upholstery Fabric,Sunrise Fabrics,Bottle Green,566,1000,6000,True,True,texverse-284.jpg
285,Premium Olive Bamboo Viscose Mill Select,Sustainable Textiles,Bamboo Viscose,Apex Textile Works,Olive,625,200,1000,True,True,texverse-285.jpg
286,Classic Beige Two Way Stretch Mill Select,Functional Fabrics,Two Way Stretch,Bharat Weaves,Beige,724,300,1500,True,True,texverse-286.jpg
287,Export Quality Cream Printed Fabric Mill Select,Fashion Fabrics,Printed Fabric,Prime Looms,Cream,883,500,2200,True,True,texverse-287.jpg
288,High Density Grey Protective Textile Mill Select,Industrial Fabrics,Protective Textile,East India Textiles,Grey,512,750,3500,True,True,texverse-288.jpg
289,Soft Touch Charcoal Combed Cotton B2B Select,Cotton,Combed Cotton,Arvind Fabric Hub,Charcoal,291,1000,6000,True,True,texverse-289.jpg
290,Performance Mustard Raw Denim B2B Select,Denim,Raw Denim,Metro Textile Supply,Mustard,530,200,1000,True,True,texverse-290.jpg
291,Professional Rust Silk Satin B2B Select,Silk,Silk Satin,Vardhman Fabrics,Rust,1019,300,1500,True,True,texverse-291.jpg
292,Durable Pink Linen Viscose B2B Select,Linen,Linen Viscose,Sapphire Textile Mills,Pink,648,500,2200,True,True,texverse-292.jpg
293,Signature Ivory Polyester Taffeta B2B Select,Polyester,Polyester Taffeta,Sharma Textiles,Ivory,327,750,3500,True,True,texverse-293.jpg
294,Commercial Teal Rayon Challis B2B Select,Rayon,Rayon Challis,Global Denim Mills,Teal,416,1000,6000,True,True,texverse-294.jpg
295,Premium Brown Viscose Twill B2B Select,Viscose,Viscose Twill,Royal Silk House,Brown,475,200,1000,True,True,texverse-295.jpg
296,Classic Natural Tropical Wool B2B Select,Wool,Tropical Wool,Natural Linen Mills,Natural,944,300,1500,True,True,texverse-296.jpg
297,Export Quality White Rib Knit B2B Select,Knits,Rib Knit,Modern Fiber Industries,White,543,500,2200,True,True,texverse-297.jpg
298,High Density Black Cotton Linen B2B Select,Blends,Cotton Linen,Tex Custom House,Black,512,750,3500,True,True,texverse-298.jpg
299,Soft Touch Navy Breathable Technical Fabric B2B Select,Technical Textiles,Breathable Technical Fabric,Sunrise Fabrics,Navy,631,1000,6000,True,True,texverse-299.jpg
300,Performance Royal Blue Cushion Fabric B2B Select,Home Textiles,Cushion Fabric,Apex Textile Works,Royal Blue,450,200,1000,True,True,texverse-300.jpg
301,Professional Sky Blue Tencel Lyocell B2B Select,Sustainable Textiles,Tencel Lyocell,Bharat Weaves,Sky Blue,509,300,1500,True,True,texverse-301.jpg
302,Durable Maroon Wrinkle Resistant B2B Select,Functional Fabrics,Wrinkle Resistant,Prime Looms,Maroon,608,500,2200,True,True,texverse-302.jpg
303,Signature Wine Embroidered Fabric B2B Select,Fashion Fabrics,Embroidered Fabric,East India Textiles,Wine,767,750,3500,True,True,texverse-303.jpg
304,Commercial Bottle Green Geotextile B2B Select,Industrial Fabrics,Geotextile,Arvind Fabric Hub,Bottle Green,606,1000,6000,True,True,texverse-304.jpg
305,Premium Olive Cotton Jersey B2B Select,Cotton,Cotton Jersey,Metro Textile Supply,Olive,385,200,1000,True,True,texverse-305.jpg
306,Classic Beige Washed Denim Bulk Grade,Denim,Washed Denim,Vardhman Fabrics,Beige,624,300,1500,True,True,texverse-306.jpg
307,Export Quality Cream Silk Crepe Bulk Grade,Silk,Silk Crepe,Sapphire Textile Mills,Cream,1113,500,2200,True,True,texverse-307.jpg
308,High Density Grey Linen Twill Bulk Grade,Linen,Linen Twill,Sharma Textiles,Grey,742,750,3500,True,True,texverse-308.jpg
309,Soft Touch Charcoal Micro Polyester Bulk Grade,Polyester,Micro Polyester,Global Denim Mills,Charcoal,421,1000,6000,True,True,texverse-309.jpg
310,Performance Mustard Rayon Twill Bulk Grade,Rayon,Rayon Twill,Royal Silk House,Mustard,300,200,1000,True,True,texverse-310.jpg
311,Professional Rust Viscose Crepe Bulk Grade,Viscose,Viscose Crepe,Natural Linen Mills,Rust,359,300,1500,True,True,texverse-311.jpg
312,Durable Pink Wool Crepe Bulk Grade,Wool,Wool Crepe,Modern Fiber Industries,Pink,828,500,2200,True,True,texverse-312.jpg
313,Signature Ivory Pique Knit Bulk Grade,Knits,Pique Knit,Tex Custom House,Ivory,427,750,3500,True,True,texverse-313.jpg
314,Commercial Teal Polyester Viscose Bulk Grade,Blends,Polyester Viscose,Sunrise Fabrics,Teal,396,1000,6000,True,True,texverse-314.jpg
315,Premium Brown Industrial Coated Fabric Bulk Grade,Technical Textiles,Industrial Coated Fabric,Apex Textile Works,Brown,725,200,1000,True,True,texverse-315.jpg
316,Classic Natural Bedsheet Fabric Bulk Grade,Home Textiles,Bedsheet Fabric,Bharat Weaves,Natural,544,300,1500,True,True,texverse-316.jpg
317,Export Quality White Recycled Denim Bulk Grade,Sustainable Textiles,Recycled Denim,Prime Looms,White,603,500,2200,True,True,texverse-317.jpg
318,High Density Black Easy Care Bulk Grade,Functional Fabrics,Easy Care,East India Textiles,Black,702,750,3500,True,True,texverse-318.jpg
319,Soft Touch Navy Lurex Fabric Bulk Grade,Fashion Fabrics,Lurex Fabric,Arvind Fabric Hub,Navy,861,1000,6000,True,True,texverse-319.jpg
320,Performance Royal Blue Tarpaulin Fabric Bulk Grade,Industrial Fabrics,Tarpaulin Fabric,Metro Textile Supply,Royal Blue,700,200,1000,True,True,texverse-320.jpg
321,Professional Sky Blue Cotton Poplin Bulk Grade,Cotton,Cotton Poplin,Vardhman Fabrics,Sky Blue,269,300,1500,True,True,texverse-321.jpg
322,Durable Maroon Selvedge Denim Bulk Grade,Denim,Selvedge Denim,Sapphire Textile Mills,Maroon,508,500,2200,True,True,texverse-322.jpg
323,Signature Wine Silk Chiffon Export Lot,Silk,Silk Chiffon,Sharma Textiles,Wine,997,750,3500,True,True,texverse-323.jpg
324,Commercial Bottle Green Linen Slub Export Lot,Linen,Linen Slub,Global Denim Mills,Bottle Green,626,1000,6000,True,True,texverse-324.jpg
325,Premium Olive Polyester Spandex Export Lot,Polyester,Polyester Spandex,Royal Silk House,Olive,305,200,1000,True,True,texverse-325.jpg
326,Classic Beige Rayon Crepe Export Lot,Rayon,Rayon Crepe,Natural Linen Mills,Beige,394,300,1500,True,True,texverse-326.jpg
327,Export Quality Cream Viscose Satin Export Lot,Viscose,Viscose Satin,Modern Fiber Industries,Cream,453,500,2200,True,True,texverse-327.jpg
328,High Density Grey Wool Tweed Export Lot,Wool,Wool Tweed,Tex Custom House,Grey,922,750,3500,True,True,texverse-328.jpg
329,Soft Touch Charcoal French Terry Export Lot,Knits,French Terry,Sunrise Fabrics,Charcoal,521,1000,6000,True,True,texverse-329.jpg
330,Performance Mustard Wool Polyester Export Lot,Blends,Wool Polyester,Apex Textile Works,Mustard,490,200,1000,True,True,texverse-330.jpg
331,Professional Rust Laminated Fabric Export Lot,Technical Textiles,Laminated Fabric,Bharat Weaves,Rust,819,300,1500,True,True,texverse-331.jpg
332,Durable Pink Table Linen Export Lot,Home Textiles,Table Linen,Prime Looms,Pink,428,500,2200,True,True,texverse-332.jpg
333,Signature Ivory Organic Linen Export Lot,Sustainable Textiles,Organic Linen,East India Textiles,Ivory,487,750,3500,True,True,texverse-333.jpg
334,Commercial Teal Thermal Fabric Export Lot,Functional Fabrics,Thermal Fabric,Arvind Fabric Hub,Teal,586,1000,6000,True,True,texverse-334.jpg
335,Premium Brown Sequin Fabric Export Lot,Fashion Fabrics,Sequin Fabric,Metro Textile Supply,Brown,745,200,1000,True,True,texverse-335.jpg
336,Classic Natural Canvas Industrial Export Lot,Industrial Fabrics,Canvas Industrial,Vardhman Fabrics,Natural,584,300,1500,True,True,texverse-336.jpg
337,Export Quality White Cotton Twill Export Lot,Cotton,Cotton Twill,Sapphire Textile Mills,White,363,500,2200,True,True,texverse-337.jpg
338,High Density Black Black Denim Export Lot,Denim,Black Denim,Sharma Textiles,Black,602,750,3500,True,True,texverse-338.jpg
339,Soft Touch Navy Silk Organza Export Lot,Silk,Silk Organza,Global Denim Mills,Navy,1091,1000,6000,True,True,texverse-339.jpg
340,Performance Royal Blue Pure Linen Premium Finish,Linen,Pure Linen,Royal Silk House,Royal Blue,720,200,1000,True,True,texverse-340.jpg
341,Professional Sky Blue Performance Polyester Premium Finish,Polyester,Performance Polyester,Natural Linen Mills,Sky Blue,399,300,1500,True,True,texverse-341.jpg
342,Durable Maroon Rayon Viscose Premium Finish,Rayon,Rayon Viscose,Modern Fiber Industries,Maroon,488,500,2200,True,True,texverse-342.jpg
343,Signature Wine Viscose Georgette Premium Finish,Viscose,Viscose Georgette,Tex Custom House,Wine,337,750,3500,True,True,texverse-343.jpg
344,Commercial Bottle Green Merino Wool Premium Finish,Wool,Merino Wool,Sunrise Fabrics,Bottle Green,806,1000,6000,True,True,texverse-344.jpg
345,Premium Olive Fleece Knit Premium Finish,Knits,Fleece Knit,Apex Textile Works,Olive,405,200,1000,True,True,texverse-345.jpg
346,Classic Beige Linen Cotton Premium Finish,Blends,Linen Cotton,Bharat Weaves,Beige,374,300,1500,True,True,texverse-346.jpg
347,Export Quality Cream Water Repellent Fabric Premium Finish,Technical Textiles,Water Repellent Fabric,Prime Looms,Cream,703,500,2200,True,True,texverse-347.jpg
348,High Density Grey Towel Fabric Premium Finish,Home Textiles,Towel Fabric,East India Textiles,Grey,522,750,3500,True,True,texverse-348.jpg
349,Soft Touch Charcoal Recycled Polyester Premium Finish,Sustainable Textiles,Recycled Polyester,Arvind Fabric Hub,Charcoal,581,1000,6000,True,True,texverse-349.jpg
350,Performance Mustard Moisture Wicking Premium Finish,Functional Fabrics,Moisture Wicking,Metro Textile Supply,Mustard,680,200,1000,True,True,texverse-350.jpg
351,Professional Rust Velvet Fabric Premium Finish,Fashion Fabrics,Velvet Fabric,Vardhman Fabrics,Rust,839,300,1500,True,True,texverse-351.jpg
352,Durable Pink Filter Fabric Premium Finish,Industrial Fabrics,Filter Fabric,Sapphire Textile Mills,Pink,678,500,2200,True,True,texverse-352.jpg
353,Signature Ivory Cotton Voile Premium Finish,Cotton,Cotton Voile,Sharma Textiles,Ivory,457,750,3500,True,True,texverse-353.jpg
354,Commercial Teal Colored Denim Premium Finish,Denim,Colored Denim,Global Denim Mills,Teal,486,1000,6000,True,True,texverse-354.jpg
355,Premium Brown Silk Georgette Premium Finish,Silk,Silk Georgette,Royal Silk House,Brown,975,200,1000,True,True,texverse-355.jpg
356,Classic Natural Linen Blend Premium Finish,Linen,Linen Blend,Natural Linen Mills,Natural,604,300,1500,True,True,texverse-356.jpg
357,Export Quality White Polyester Crepe Commercial Grade,Polyester,Polyester Crepe,Modern Fiber Industries,White,283,500,2200,True,True,texverse-357.jpg
358,High Density Black Rayon Satin Commercial Grade,Rayon,Rayon Satin,Tex Custom House,Black,372,750,3500,True,True,texverse-358.jpg
359,Soft Touch Navy Viscose Challis Commercial Grade,Viscose,Viscose Challis,Sunrise Fabrics,Navy,431,1000,6000,True,True,texverse-359.jpg
360,Performance Royal Blue Wool Melton Commercial Grade,Wool,Wool Melton,Apex Textile Works,Royal Blue,900,200,1000,True,True,texverse-360.jpg
361,Professional Sky Blue Ottoman Knit Commercial Grade,Knits,Ottoman Knit,Bharat Weaves,Sky Blue,499,300,1500,True,True,texverse-361.jpg
362,Durable Maroon Cotton Elastane Commercial Grade,Blends,Cotton Elastane,Prime Looms,Maroon,468,500,2200,True,True,texverse-362.jpg
363,Signature Wine Antimicrobial Fabric Commercial Grade,Technical Textiles,Antimicrobial Fabric,East India Textiles,Wine,797,750,3500,True,True,texverse-363.jpg
364,Commercial Bottle Green Kitchen Textile Commercial Grade,Home Textiles,Kitchen Textile,Arvind Fabric Hub,Bottle Green,616,1000,6000,True,True,texverse-364.jpg
365,Premium Olive Recycled Cotton Commercial Grade,Sustainable Textiles,Recycled Cotton,Metro Textile Supply,Olive,465,200,1000,True,True,texverse-365.jpg
366,Classic Beige Quick Dry Commercial Grade,Functional Fabrics,Quick Dry,Vardhman Fabrics,Beige,564,300,1500,True,True,texverse-366.jpg
367,Export Quality Cream Corduroy Fabric Commercial Grade,Fashion Fabrics,Corduroy Fabric,Sapphire Textile Mills,Cream,723,500,2200,True,True,texverse-367.jpg
368,High Density Grey Packaging Textile Commercial Grade,Industrial Fabrics,Packaging Textile,Sharma Textiles,Grey,562,750,3500,True,True,texverse-368.jpg
369,Soft Touch Charcoal Cotton Cambric Commercial Grade,Cotton,Cotton Cambric,Global Denim Mills,Charcoal,341,1000,6000,True,True,texverse-369.jpg
370,Performance Mustard Lightweight Denim Commercial Grade,Denim,Lightweight Denim,Royal Silk House,Mustard,580,200,1000,True,True,texverse-370.jpg
371,Professional Rust Dupion Silk Commercial Grade,Silk,Dupion Silk,Natural Linen Mills,Rust,1069,300,1500,True,True,texverse-371.jpg
372,Durable Pink Linen Canvas Commercial Grade,Linen,Linen Canvas,Modern Fiber Industries,Pink,698,500,2200,True,True,texverse-372.jpg
373,Signature Ivory Polyester Satin Commercial Grade,Polyester,Polyester Satin,Tex Custom House,Ivory,377,750,3500,True,True,texverse-373.jpg
374,Commercial Teal Rayon Slub Mill Select,Rayon,Rayon Slub,Sunrise Fabrics,Teal,466,1000,6000,True,True,texverse-374.jpg
375,Premium Brown Viscose Jacquard Mill Select,Viscose,Viscose Jacquard,Apex Textile Works,Brown,525,200,1000,True,True,texverse-375.jpg
376,Classic Natural Wool Flannel Mill Select,Wool,Wool Flannel,Bharat Weaves,Natural,784,300,1500,True,True,texverse-376.jpg
377,Export Quality White Scuba Knit Mill Select,Knits,Scuba Knit,Prime Looms,White,383,500,2200,True,True,texverse-377.jpg
378,High Density Black Polyester Elastane Mill Select,Blends,Polyester Elastane,East India Textiles,Black,352,750,3500,True,True,texverse-378.jpg
379,Soft Touch Navy Fire Retardant Fabric Mill Select,Technical Textiles,Fire Retardant Fabric,Arvind Fabric Hub,Navy,681,1000,6000,True,True,texverse-379.jpg
380,Performance Royal Blue Mattress Fabric Mill Select,Home Textiles,Mattress Fabric,Metro Textile Supply,Royal Blue,500,200,1000,True,True,texverse-380.jpg
381,Professional Sky Blue Organic Hemp Mill Select,Sustainable Textiles,Organic Hemp,Vardhman Fabrics,Sky Blue,559,300,1500,True,True,texverse-381.jpg
382,Durable Maroon Four Way Stretch Mill Select,Functional Fabrics,Four Way Stretch,Sapphire Textile Mills,Maroon,658,500,2200,True,True,texverse-382.jpg
383,Signature Wine Satin Fabric Mill Select,Fashion Fabrics,Satin Fabric,Sharma Textiles,Wine,817,750,3500,True,True,texverse-383.jpg
384,Commercial Bottle Green Conveyor Textile Mill Select,Industrial Fabrics,Conveyor Textile,Global Denim Mills,Bottle Green,656,1000,6000,True,True,texverse-384.jpg
385,Premium Olive Cotton Canvas Mill Select,Cotton,Cotton Canvas,Royal Silk House,Olive,435,200,1000,True,True,texverse-385.jpg
386,Classic Beige Stretch Denim Mill Select,Denim,Stretch Denim,Natural Linen Mills,Beige,674,300,1500,True,True,texverse-386.jpg
387,Export Quality Cream Mulberry Silk Mill Select,Silk,Mulberry Silk,Modern Fiber Industries,Cream,953,500,2200,True,True,texverse-387.jpg
388,High Density Grey Linen Rayon Mill Select,Linen,Linen Rayon,Tex Custom House,Grey,582,750,3500,True,True,texverse-388.jpg
389,Soft Touch Charcoal Polyester Georgette Mill Select,Polyester,Polyester Georgette,Sunrise Fabrics,Charcoal,261,1000,6000,True,True,texverse-389.jpg
390,Performance Mustard Rayon Challis Mill Select,Rayon,Rayon Challis,Apex Textile Works,Mustard,350,200,1000,True,True,texverse-390.jpg
391,Professional Rust Viscose Twill B2B Select,Viscose,Viscose Twill,Bharat Weaves,Rust,409,300,1500,True,True,texverse-391.jpg
392,Durable Pink Wool Blend B2B Select,Wool,Wool Blend,Prime Looms,Pink,878,500,2200,True,True,texverse-392.jpg
393,Signature Ivory Single Jersey B2B Select,Knits,Single Jersey,East India Textiles,Ivory,477,750,3500,True,True,texverse-393.jpg
394,Commercial Teal Cotton Polyester B2B Select,Blends,Cotton Polyester,Arvind Fabric Hub,Teal,446,1000,6000,True,True,texverse-394.jpg
395,Premium Brown UV Resistant Fabric B2B Select,Technical Textiles,UV Resistant Fabric,Metro Textile Supply,Brown,775,200,1000,True,True,texverse-395.jpg
396,Classic Natural Curtain Fabric B2B Select,Home Textiles,Curtain Fabric,Vardhman Fabrics,Natural,594,300,1500,True,True,texverse-396.jpg
397,Export Quality White Bamboo Viscose B2B Select,Sustainable Textiles,Bamboo Viscose,Sapphire Textile Mills,White,653,500,2200,True,True,texverse-397.jpg
